climate;moisture;emission_type;livestock_category_type;livestock_production_type;Lagoon;Liquid/slurry;Solid storage;Dry lot;Pasture/Range/Paddock;Daily spread;Digester;Burned for fuel;Pit<1Month;Pit>1Month;Poultry manure;Deep bedding;Composting;Aerobic treatment
Warm Temperate;Moist;CH4;Breeding Swine;High-Productivity;220,1;111,6;12,1;4,5;0,6;1,5;6,8;30,2;39,2;111,6;0;0;0;0
Warm Temperate;Dry;CH4;Breeding Swine;High-Productivity;229,1;123,6;12,1;4,5;0,6;1,5;6,8;30,2;45,2;123,6;0;0;0;0
Tropical Montane;Dry;CH4;Breeding Swine;High-Productivity;229,1;177,9;15,1;6;0,6;3;7;30,2;75,4;177,9;0;0;0;0
Tropical Montane;Moist;CH4;Breeding Swine;High-Productivity;229,1;177,9;15,1;6;0,6;3;7;30,2;75,4;177,9;0;0;0;0
Tropical Montane;Wet;CH4;Breeding Swine;High-Productivity;229,1;177,9;15,1;6;0,6;3;7;30,2;75,4;177,9;0;0;0;0
Tropical;Wet;CH4;Breeding Swine;High-Productivity;241,2;229,1;15,1;6;0,6;3;7;30,2;114,6;229,1;0;0;0;0
Tropical;Moist;CH4;Breeding Swine;High-Productivity;241,2;220,1;15,1;6;0,6;3;7;30,2;108,5;220,1;0;0;0;0
Tropical;Dry;CH4;Breeding Swine;High-Productivity;241,2;223,1;15,1;6;0,6;3;7;30,2;126,6;223,1;0;0;0;0
Cool Temperate;Moist;CH4;Breeding Swine;Low-Productivity;116,6;40,8;3,9;1,9;0,6;0,2;20,6;19,4;11,7;40,8;0;0;0;0
Cool Temperate;Dry;CH4;Breeding Swine;Low-Productivity;130,2;50,5;3,9;1,9;0,6;0,2;20,6;19,4;15,5;50,5;0;0;0;0
Boreal;Moist;CH4;Breeding Swine;Low-Productivity;97,2;27,2;3,9;1,9;0,6;0,2;20,6;19,4;7,8;27,2;0;0;0;0
Boreal;Dry;CH4;Breeding Swine;Low-Productivity;95,2;27,2;3,9;1,9;0,6;0,2;20,6;19,4;7,8;27,2;0;0;0;0
Warm Temperate;Moist;CH4;Breeding Swine;Low-Productivity;141,8;71,9;7,8;2,9;0,6;1;21,1;19,4;25,3;71,9;0;0;0;0
Warm Temperate;Dry;CH4;Breeding Swine;Low-Productivity;147,7;79,7;7,8;2,9;0,6;1;21,1;19,4;29,1;79,7;0;0;0;0
Tropical Montane;Dry;CH4;Breeding Swine;Low-Productivity;147,7;114,6;9,7;3,9;0,6;1,9;21,2;19,4;48,6;114,6;0;0;0;0
Tropical Montane;Moist;CH4;Breeding Swine;Low-Productivity;147,7;114,6;9,7;3,9;0,6;1,9;21,2;19,4;48,6;114,6;0;0;0;0
Tropical Montane;Wet;CH4;Breeding Swine;Low-Productivity;147,7;114,6;9,7;3,9;0,6;1,9;21,2;19,4;48,6;114,6;0;0;0;0
Tropical;Wet;CH4;Breeding Swine;Low-Productivity;155,4;147,7;9,7;3,9;0,6;1,9;21,2;19,4;73,8;147,7;0;0;0;0
Tropical;Moist;CH4;Breeding Swine;Low-Productivity;155,4;141,8;9,7;3,9;0,6;1,9;21,2;19,4;69,9;141,8;0;0;0;0
Tropical;Dry;CH4;Breeding Swine;Low-Productivity;155,4;143,8;9,7;3,9;0,6;1,9;21,2;19,4;81,6;143,8;0;0;0;0
Cool Temperate;Moist;CH4;Breeding Swine;Default;116,6;40,8;3,9;1,9;0,6;0,2;20,6;19,4;11,7;40,8;0;0;0;0
Cool Temperate;Dry;CH4;Breeding Swine;Default;130,2;50,5;3,9;1,9;0,6;0,2;20,6;19,4;15,5;50,5;0;0;0;0
Boreal;Moist;CH4;Breeding Swine;Default;97,2;27,2;3,9;1,9;0,6;0,2;20,6;19,4;7,8;27,2;0;0;0;0
Boreal;Dry;CH4;Breeding Swine;Default;95,2;27,2;3,9;1,9;0,6;0,2;20,6;19,4;7,8;27,2;0;0;0;0
Warm Temperate;Moist;CH4;Breeding Swine;Default;141,8;71,9;7,8;2,9;0,6;1;21,1;19,4;25,3;71,9;0;0;0;0
Warm Temperate;Dry;CH4;Breeding Swine;Default;147,7;79,7;7,8;2,9;0,6;1;21,1;19,4;29,1;79,7;0;0;0;0
Tropical Montane;Dry;CH4;Breeding Swine;Default;147,7;114,6;9,7;3,9;0,6;1,9;21,2;19,4;48,6;114,6;0;0;0;0
Tropical Montane;Moist;CH4;Breeding Swine;Default;147,7;114,6;9,7;3,9;0,6;1,9;21,2;19,4;48,6;114,6;0;0;0;0
Tropical Montane;Wet;CH4;Breeding Swine;Default;147,7;114,6;9,7;3,9;0,6;1,9;21,2;19,4;48,6;114,6;0;0;0;0
Tropical;Wet;CH4;Breeding Swine;Default;155,4;147,7;9,7;3,9;0,6;1,9;21,2;19,4;73,8;147,7;0;0;0;0
Tropical;Moist;CH4;Breeding Swine;Default;155,4;141,8;9,7;3,9;0,6;1,9;21,2;19,4;69,9;141,8;0;0;0;0
Tropical;Dry;CH4;Breeding Swine;Default;155,4;143,8;9,7;3,9;0,6;1,9;21,2;19,4;81,6;143,8;0;0;0;0
Cool Temperate;Moist;CH4;Chicken Layer;High-Productivity;156,8;54,9;5,2;2,6;0,6;0;5,2;2,6;0;54,9;0;0;0;0
Cool Temperate;Dry;CH4;Chicken Layer;High-Productivity;175,1;67,9;5,2;2,6;0,6;0;5,2;2,6;0;67,9;0;0;0;0
Boreal;Moist;CH4;Chicken Layer;High-Productivity;130,7;36,6;5,2;2,6;0,6;0;5,2;2,6;0;36,6;0;0;0;0
Boreal;Dry;CH4;Chicken Layer;High-Productivity;128;36,6;5,2;2,6;0,6;0;5,2;2,6;0;36,6;0;0;0;0
Warm Temperate;Moist;CH4;Chicken Layer;High-Productivity;190,7;96,7;10,5;3,9;0,6;0;10,5;2,6;0;96,7;0;0;0;0
Warm Temperate;Dry;CH4;Chicken Layer;High-Productivity;198,6;107,1;10,5;3,9;0,6;0;10,5;2,6;0;107,1;0;0;0;0
Tropical Montane;Dry;CH4;Chicken Layer;High-Productivity;198,6;154,2;13,1;5,2;0,6;0;13,1;2,6;0;154,2;0;0;0;0
Tropical Montane;Moist;CH4;Chicken Layer;High-Productivity;198,6;154,2;13,1;5,2;0,6;0;13,1;2,6;0;154,2;0;0;0;0
Tropical Montane;Wet;CH4;Chicken Layer;High-Productivity;198,6;154,2;13,1;5,2;0,6;0;13,1;2,6;0;154,2;0;0;0;0
Tropical;Wet;CH4;Chicken Layer;High-Productivity;209;198,6;13,1;5,2;0,6;0;13,1;2,6;0;198,6;0;0;0;0
Tropical;Moist;CH4;Chicken Layer;High-Productivity;209;190,7;13,1;5,2;0,6;0;13,1;2,6;0;190,7;0;0;0;0
Tropical;Dry;CH4;Chicken Layer;High-Productivity;209;193,4;13,1;5,2;0,6;0;13,1;2,6;0;193,4;0;0;0;0
Cool Temperate;Moist;CH4;Chicken Layer;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Cool Temperate;Dry;CH4;Chicken Layer;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Boreal;Moist;CH4;Chicken Layer;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Boreal;Dry;CH4;Chicken Layer;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Warm Temperate;Moist;CH4;Chicken Layer;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Warm Temperate;Dry;CH4;Chicken Layer;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical Montane;Dry;CH4;Chicken Layer;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical Montane;Moist;CH4;Chicken Layer;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical Montane;Wet;CH4;Chicken Layer;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical;Wet;CH4;Chicken Layer;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical;Moist;CH4;Chicken Layer;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical;Dry;CH4;Chicken Layer;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Cool Temperate;Moist;CH4;Chicken Layer;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Cool Temperate;Dry;CH4;Chicken Layer;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Boreal;Moist;CH4;Chicken Layer;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Boreal;Dry;CH4;Chicken Layer;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Warm Temperate;Moist;CH4;Chicken Layer;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Warm Temperate;Dry;CH4;Chicken Layer;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical Montane;Dry;CH4;Chicken Layer;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical Montane;Moist;CH4;Chicken Layer;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical Montane;Wet;CH4;Chicken Layer;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical;Wet;CH4;Chicken Layer;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical;Moist;CH4;Chicken Layer;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical;Dry;CH4;Chicken Layer;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Cool Temperate;Moist;CH4;Chicken Broiler;High-Productivity;156,8;54,9;5,2;2,6;0,6;0;5,2;2,6;0;54,9;0;0;0;0
Cool Temperate;Dry;CH4;Chicken Broiler;High-Productivity;175,1;67,9;5,2;2,6;0,6;0;5,2;2,6;0;67,9;0;0;0;0
Boreal;Moist;CH4;Chicken Broiler;High-Productivity;130,7;36,6;5,2;2,6;0,6;0;5,2;2,6;0;36,6;0;0;0;0
Boreal;Dry;CH4;Chicken Broiler;High-Productivity;128;36,6;5,2;2,6;0,6;0;5,2;2,6;0;36,6;0;0;0;0
Warm Temperate;Moist;CH4;Chicken Broiler;High-Productivity;190,7;96,7;10,5;3,9;0,6;0;10,5;2,6;0;96,7;0;0;0;0
Warm Temperate;Dry;CH4;Chicken Broiler;High-Productivity;198,6;107,1;10,5;3,9;0,6;0;10,5;2,6;0;107,1;0;0;0;0
Tropical Montane;Dry;CH4;Chicken Broiler;High-Productivity;198,6;154,2;13,1;5,2;0,6;0;13,1;2,6;0;154,2;0;0;0;0
Tropical Montane;Moist;CH4;Chicken Broiler;High-Productivity;198,6;154,2;13,1;5,2;0,6;0;13,1;2,6;0;154,2;0;0;0;0
Tropical Montane;Wet;CH4;Chicken Broiler;High-Productivity;198,6;154,2;13,1;5,2;0,6;0;13,1;2,6;0;154,2;0;0;0;0
Tropical;Wet;CH4;Chicken Broiler;High-Productivity;209;198,6;13,1;5,2;0,6;0;13,1;2,6;0;198,6;0;0;0;0
Tropical;Moist;CH4;Chicken Broiler;High-Productivity;209;190,7;13,1;5,2;0,6;0;13,1;2,6;0;190,7;0;0;0;0
Tropical;Dry;CH4;Chicken Broiler;High-Productivity;209;193,4;13,1;5,2;0,6;0;13,1;2,6;0;193,4;0;0;0;0
Cool Temperate;Moist;CH4;Chicken Broiler;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Cool Temperate;Dry;CH4;Chicken Broiler;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Boreal;Moist;CH4;Chicken Broiler;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Boreal;Dry;CH4;Chicken Broiler;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Warm Temperate;Moist;CH4;Chicken Broiler;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Warm Temperate;Dry;CH4;Chicken Broiler;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical Montane;Dry;CH4;Chicken Broiler;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical Montane;Moist;CH4;Chicken Broiler;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical Montane;Wet;CH4;Chicken Broiler;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical;Wet;CH4;Chicken Broiler;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical;Moist;CH4;Chicken Broiler;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical;Dry;CH4;Chicken Broiler;Low-Productivity;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Cool Temperate;Moist;CH4;Chicken Broiler;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Cool Temperate;Dry;CH4;Chicken Broiler;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Boreal;Moist;CH4;Chicken Broiler;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Boreal;Dry;CH4;Chicken Broiler;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Warm Temperate;Moist;CH4;Chicken Broiler;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Warm Temperate;Dry;CH4;Chicken Broiler;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical Montane;Dry;CH4;Chicken Broiler;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical Montane;Moist;CH4;Chicken Broiler;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical Montane;Wet;CH4;Chicken Broiler;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical;Wet;CH4;Chicken Broiler;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical;Moist;CH4;Chicken Broiler;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Tropical;Dry;CH4;Chicken Broiler;Default;2,4;2,4;2,4;2,4;0,6;2,4;2,4;2,4;2,4;2,4;2,4;0;0;0
Cool Temperate;Moist;CH4;Dairy Sheep;High-Productivity;0;0;2,5;1,3;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Dairy Sheep;High-Productivity;0;0;2,5;1,3;0,6;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Dairy Sheep;High-Productivity;0;0;2,5;1,3;0,6;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Dairy Sheep;High-Productivity;0;0;2,5;1,3;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Dairy Sheep;High-Productivity;0;0;5,1;1,9;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Dairy Sheep;High-Productivity;0;0;5,1;1,9;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Dairy Sheep;High-Productivity;0;0;6,4;2,5;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Dairy Sheep;High-Productivity;0;0;6,4;2,5;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Dairy Sheep;High-Productivity;0;0;6,4;2,5;0,6;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Dairy Sheep;High-Productivity;0;0;6,4;2,5;0,6;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Dairy Sheep;High-Productivity;0;0;6,4;2,5;0,6;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Dairy Sheep;High-Productivity;0;0;6,4;2,5;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Dairy Sheep;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Dairy Sheep;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Dairy Sheep;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Dairy Sheep;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Dairy Sheep;Low-Productivity;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Dairy Sheep;Low-Productivity;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Dairy Sheep;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Dairy Sheep;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Dairy Sheep;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Dairy Sheep;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Dairy Sheep;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Dairy Sheep;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Dairy Sheep;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Dairy Sheep;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Dairy Sheep;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Dairy Sheep;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Dairy Sheep;Default;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Dairy Sheep;Default;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Dairy Sheep;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Dairy Sheep;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Dairy Sheep;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Dairy Sheep;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Dairy Sheep;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Dairy Sheep;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Other Sheep;High-Productivity;0;0;2,5;1,3;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Other Sheep;High-Productivity;0;0;2,5;1,3;0,6;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Other Sheep;High-Productivity;0;0;2,5;1,3;0,6;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Other Sheep;High-Productivity;0;0;2,5;1,3;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Other Sheep;High-Productivity;0;0;5,1;1,9;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Other Sheep;High-Productivity;0;0;5,1;1,9;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Other Sheep;High-Productivity;0;0;6,4;2,5;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Other Sheep;High-Productivity;0;0;6,4;2,5;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Other Sheep;High-Productivity;0;0;6,4;2,5;0,6;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Other Sheep;High-Productivity;0;0;6,4;2,5;0,6;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Other Sheep;High-Productivity;0;0;6,4;2,5;0,6;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Other Sheep;High-Productivity;0;0;6,4;2,5;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Other Sheep;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Other Sheep;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Other Sheep;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Other Sheep;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Other Sheep;Low-Productivity;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Other Sheep;Low-Productivity;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Other Sheep;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Other Sheep;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Other Sheep;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Other Sheep;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Other Sheep;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Other Sheep;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Other Sheep;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Other Sheep;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Other Sheep;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Other Sheep;Default;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Other Sheep;Default;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Other Sheep;Default;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Other Sheep;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Other Sheep;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Other Sheep;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Other Sheep;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Other Sheep;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Other Sheep;Default;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Goats;High-Productivity;0;0;2,4;1,2;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Goats;High-Productivity;0;0;2,4;1,2;0,6;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Goats;High-Productivity;0;0;2,4;1,2;0,6;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Goats;High-Productivity;0;0;2,4;1,2;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Goats;High-Productivity;0;0;4,8;1,8;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Goats;High-Productivity;0;0;4,8;1,8;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Goats;High-Productivity;0;0;6;2,4;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Goats;High-Productivity;0;0;6;2,4;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Goats;High-Productivity;0;0;6;2,4;0,6;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Goats;High-Productivity;0;0;6;2,4;0,6;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Goats;High-Productivity;0;0;6;2,4;0,6;0;0;0;0;0;0;0;0;0
Tropical;Dry;CH4;Goats;High-Productivity;0;0;6;2,4;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Moist;CH4;Goats;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Cool Temperate;Dry;CH4;Goats;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Boreal;Moist;CH4;Goats;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Boreal;Dry;CH4;Goats;Low-Productivity;0;0;1,7;0,9;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Moist;CH4;Goats;Low-Productivity;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
Warm Temperate;Dry;CH4;Goats;Low-Productivity;0;0;3,5;1,3;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Dry;CH4;Goats;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Moist;CH4;Goats;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical Montane;Wet;CH4;Goats;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical;Wet;CH4;Goats;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
Tropical;Moist;CH4;Goats;Low-Productivity;0;0;4,4;1,7;0,6;0;0;0;0;0;0;0;0;0
