emission_type;livestock_category;climate;moisture;Lagoon;Liquid/slurry;Solid storage;Dry lot;Pasture/Range/Paddock;Daily spread;Digester;Burned for fuel;Pit<1Month;Pit>1 month;Poultry manure;Deep bedding;Composting;Aerobic treatment
N2O Volatilization;Other cattle;Boreal;Dry;0,35;0,293333333;0,355;0,3;0,21;0,07;0,275;0;0,25;0,25;0;0,25;0,625;0,85
N2O Volatilization;Other cattle;Warm Temperate;Moist;0,35;0,293333333;0,355;0,3;0,21;0,07;0,275;0;0,25;0,25;0;0,25;0,625;0,85
N2O Volatilization;Other cattle;Warm Temperate;Dry;0,35;0,293333333;0,355;0,3;0,21;0,07;0,275;0;0,25;0,25;0;0,25;0,625;0,85
N2O Volatilization;Other cattle;Tropical;Montane;0,35;0,293333333;0,355;0,3;0,21;0,07;0,275;0;0,25;0,25;0;0,25;0,625;0,85
N2O Volatilization;Other cattle;Tropical;Wet;0,35;0,293333333;0,355;0,3;0,21;0,07;0,275;0;0,25;0,25;0;0,25;0,625;0,85
N2O Volatilization;Other cattle;Tropical;Moist;0,35;0,293333333;0,355;0,3;0,21;0,07;0,275;0;0,25;0,25;0;0,25;0,625;0,85
N2O Volatilization;Other cattle;Tropical;Dry;0,35;0,293333333;0,355;0,3;0,21;0,07;0,275;0;0,25;0,25;0;0,25;0,625;0,85
N2O Volatilization;Other animal;Cool Temperate;Moist;0,35;0,09;0,09;0,3;0,21;0,07;0,275;0;0,25;0,25;0;0,4;0,19;0,27
N2O Volatilization;Other animal;Cool Temperate;Dry;0,35;0,09;0,09;0,3;0,21;0,07;0,275;0;0,25;0,25;0;0,4;0,19;0,27
N2O Volatilization;Other animal;Boreal;Moist;0,35;0,09;0,09;0,3;0,21;0,07;0,275;0;0,25;0,25;0;0,4;0,19;0,27
N2O Volatilization;Other animal;Boreal;Dry;0,35;0,09;0,09;0,3;0,21;0,07;0,275;0;0,25;0,25;0;0,4;0,19;0,27
N2O Volatilization;Other animal;Warm Temperate;Moist;0,35;0,09;0,09;0,3;0,21;0,07;0,275;0;0,25;0,25;0;0,4;0,19;0,27
N2O Volatilization;Other animal;Warm Temperate;Dry;0,35;0,09;0,09;0,3;0,21;0,07;0,275;0;0,25;0,25;0;0,4;0,19;0,27
N2O Volatilization;Other animal;Tropical;Montane;0,35;0,09;0,09;0,3;0,21;0,07;0,275;0;0,25;0,25;0;0,4;0,19;0,27
N2O Volatilization;Other animal;Tropical;Wet;0,35;0,09;0,09;0,3;0,21;0,07;0,275;0;0,25;0,25;0;0,4;0,19;0,27
N2O Volatilization;Other animal;Tropical;Moist;0,35;0,09;0,09;0,3;0,21;0,07;0,275;0;0,25;0,25;0;0,4;0,19;0,27
N2O Volatilization;Other animal;Tropical;Dry;0,35;0,09;0,09;0,3;0,21;0,07;0,275;0;0,25;0,25;0;0,4;0,19;0,27
N2O Leaching;All naimal categories;Cool Temperate;Moist;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
N2O Leaching;All naimal categories;Cool Temperate;Dry;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
N2O Leaching;All naimal categories;Boreal;Moist;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
N2O Leaching;All naimal categories;Boreal;Dry;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
N2O Leaching;All naimal categories;Warm Temperate;Moist;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
N2O Leaching;All naimal categories;Warm Temperate;Dry;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
N2O Leaching;All naimal categories;Tropical;Montane;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
N2O Leaching;All naimal categories;Tropical;Wet;0;0;0,015;0,035;0,24;0;0;0;0;0;0;0,035;0,04;0
N2O Leaching;All naimal categories;Tropical;Moist;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
N2O Leaching;All naimal categories;Tropical;Dry;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
