climate;moisture;emission_type;livestock_category_type;livestock_production_type;Lagoon;Liquid/slurry;Solid storage;Dry lot;Pasture/Range/Paddock;Daily spread;Digester;Burned for fuel;Pit<1Month;Pit>1 month;Poultry manure;Deep bedding;Composting;Aerobic treatment
Boreal;Dry;N2O Leaching;Other Sheep;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Moist;N2O Leaching;Other Sheep;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Dry;N2O Leaching;Other Sheep;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Montane;N2O Leaching;Other Sheep;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Wet;N2O Leaching;Other Sheep;Low-Productivity;0;0;0,015;0,035;0,24;0;0;0;0;0;0;0,035;0,04;0
Tropical;Moist;N2O Leaching;Other Sheep;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Tropical;Dry;N2O Leaching;Other Sheep;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Moist;N2O Leaching;Goats;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Dry;N2O Leaching;Goats;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Boreal;Moist;N2O Leaching;Goats;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Boreal;Dry;N2O Leaching;Goats;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Moist;N2O Leaching;Goats;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Dry;N2O Leaching;Goats;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Montane;N2O Leaching;Goats;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Wet;N2O Leaching;Goats;High-Productivity;0;0;0,015;0,035;0,24;0;0;0;0;0;0;0,035;0,04;0
Tropical;Moist;N2O Leaching;Goats;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Tropical;Dry;N2O Leaching;Goats;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Moist;N2O Leaching;Goats;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Dry;N2O Leaching;Goats;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Boreal;Moist;N2O Leaching;Goats;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Boreal;Dry;N2O Leaching;Goats;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Moist;N2O Leaching;Goats;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Dry;N2O Leaching;Goats;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Montane;N2O Leaching;Goats;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Wet;N2O Leaching;Goats;Low-Productivity;0;0;0,015;0,035;0,24;0;0;0;0;0;0;0,035;0,04;0
Tropical;Moist;N2O Leaching;Goats;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Tropical;Dry;N2O Leaching;Goats;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Moist;N2O Leaching;Camels;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Dry;N2O Leaching;Camels;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Boreal;Moist;N2O Leaching;Camels;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Boreal;Dry;N2O Leaching;Camels;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Moist;N2O Leaching;Camels;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Dry;N2O Leaching;Camels;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Montane;N2O Leaching;Camels;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Wet;N2O Leaching;Camels;High-Productivity;0;0;0,015;0,035;0,24;0;0;0;0;0;0;0,035;0,04;0
Tropical;Moist;N2O Leaching;Camels;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Tropical;Dry;N2O Leaching;Camels;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Moist;N2O Leaching;Camels;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Dry;N2O Leaching;Camels;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Boreal;Moist;N2O Leaching;Camels;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Boreal;Dry;N2O Leaching;Camels;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Moist;N2O Leaching;Camels;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Dry;N2O Leaching;Camels;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Montane;N2O Leaching;Camels;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Wet;N2O Leaching;Camels;Low-Productivity;0;0;0,015;0,035;0,24;0;0;0;0;0;0;0,035;0,04;0
Tropical;Moist;N2O Leaching;Camels;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Tropical;Dry;N2O Leaching;Camels;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Moist;N2O Leaching;Horses;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Dry;N2O Leaching;Horses;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Boreal;Moist;N2O Leaching;Horses;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Boreal;Dry;N2O Leaching;Horses;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Moist;N2O Leaching;Horses;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Dry;N2O Leaching;Horses;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Montane;N2O Leaching;Horses;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Wet;N2O Leaching;Horses;High-Productivity;0;0;0,015;0,035;0,24;0;0;0;0;0;0;0,035;0,04;0
Tropical;Moist;N2O Leaching;Horses;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Tropical;Dry;N2O Leaching;Horses;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Moist;N2O Leaching;Horses;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Dry;N2O Leaching;Horses;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Boreal;Moist;N2O Leaching;Horses;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Boreal;Dry;N2O Leaching;Horses;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Moist;N2O Leaching;Horses;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Dry;N2O Leaching;Horses;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Montane;N2O Leaching;Horses;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Wet;N2O Leaching;Horses;Low-Productivity;0;0;0,015;0,035;0,24;0;0;0;0;0;0;0,035;0,04;0
Tropical;Moist;N2O Leaching;Horses;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Tropical;Dry;N2O Leaching;Horses;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Moist;N2O Leaching;Mules And Asses;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Dry;N2O Leaching;Mules And Asses;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Boreal;Moist;N2O Leaching;Mules And Asses;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Boreal;Dry;N2O Leaching;Mules And Asses;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Moist;N2O Leaching;Mules And Asses;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Dry;N2O Leaching;Mules And Asses;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Montane;N2O Leaching;Mules And Asses;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Wet;N2O Leaching;Mules And Asses;High-Productivity;0;0;0,015;0,035;0,24;0;0;0;0;0;0;0,035;0,04;0
Tropical;Moist;N2O Leaching;Mules And Asses;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Tropical;Dry;N2O Leaching;Mules And Asses;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Moist;N2O Leaching;Mules And Asses;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Dry;N2O Leaching;Mules And Asses;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Boreal;Moist;N2O Leaching;Mules And Asses;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Boreal;Dry;N2O Leaching;Mules And Asses;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Moist;N2O Leaching;Mules And Asses;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Dry;N2O Leaching;Mules And Asses;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Montane;N2O Leaching;Mules And Asses;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Wet;N2O Leaching;Mules And Asses;Low-Productivity;0;0;0,015;0,035;0,24;0;0;0;0;0;0;0,035;0,04;0
Tropical;Moist;N2O Leaching;Mules And Asses;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Tropical;Dry;N2O Leaching;Mules And Asses;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Moist;N2O Leaching;Deer;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Dry;N2O Leaching;Deer;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Boreal;Moist;N2O Leaching;Deer;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Boreal;Dry;N2O Leaching;Deer;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Moist;N2O Leaching;Deer;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Dry;N2O Leaching;Deer;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Montane;N2O Leaching;Deer;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Wet;N2O Leaching;Deer;High-Productivity;0;0;0,015;0,035;0,24;0;0;0;0;0;0;0,035;0,04;0
Tropical;Moist;N2O Leaching;Deer;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Tropical;Dry;N2O Leaching;Deer;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Moist;N2O Leaching;Deer;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Dry;N2O Leaching;Deer;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Boreal;Moist;N2O Leaching;Deer;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Boreal;Dry;N2O Leaching;Deer;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Moist;N2O Leaching;Deer;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Dry;N2O Leaching;Deer;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Montane;N2O Leaching;Deer;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Wet;N2O Leaching;Deer;Low-Productivity;0;0;0,015;0,035;0,24;0;0;0;0;0;0;0,035;0,04;0
Tropical;Moist;N2O Leaching;Deer;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Tropical;Dry;N2O Leaching;Deer;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Moist;N2O Leaching;Ostrich;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Dry;N2O Leaching;Ostrich;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Boreal;Moist;N2O Leaching;Ostrich;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Boreal;Dry;N2O Leaching;Ostrich;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Moist;N2O Leaching;Ostrich;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Dry;N2O Leaching;Ostrich;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Montane;N2O Leaching;Ostrich;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Wet;N2O Leaching;Ostrich;High-Productivity;0;0;0,015;0,035;0,24;0;0;0;0;0;0;0,035;0,04;0
Tropical;Moist;N2O Leaching;Ostrich;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Tropical;Dry;N2O Leaching;Ostrich;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Moist;N2O Leaching;Ostrich;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Dry;N2O Leaching;Ostrich;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Boreal;Moist;N2O Leaching;Ostrich;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Boreal;Dry;N2O Leaching;Ostrich;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Moist;N2O Leaching;Ostrich;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Dry;N2O Leaching;Ostrich;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Montane;N2O Leaching;Ostrich;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Wet;N2O Leaching;Ostrich;Low-Productivity;0;0;0,015;0,035;0,24;0;0;0;0;0;0;0,035;0,04;0
Tropical;Moist;N2O Leaching;Ostrich;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Tropical;Dry;N2O Leaching;Ostrich;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Moist;N2O Leaching;Llamas And Alpacas;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Dry;N2O Leaching;Llamas And Alpacas;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Boreal;Moist;N2O Leaching;Llamas And Alpacas;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Boreal;Dry;N2O Leaching;Llamas And Alpacas;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Moist;N2O Leaching;Llamas And Alpacas;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Dry;N2O Leaching;Llamas And Alpacas;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Montane;N2O Leaching;Llamas And Alpacas;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Wet;N2O Leaching;Llamas And Alpacas;High-Productivity;0;0;0,015;0,035;0,24;0;0;0;0;0;0;0,035;0,04;0
Tropical;Moist;N2O Leaching;Llamas And Alpacas;High-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Tropical;Dry;N2O Leaching;Llamas And Alpacas;High-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Moist;N2O Leaching;Llamas And Alpacas;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Dry;N2O Leaching;Llamas And Alpacas;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Boreal;Moist;N2O Leaching;Llamas And Alpacas;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Boreal;Dry;N2O Leaching;Llamas And Alpacas;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Moist;N2O Leaching;Llamas And Alpacas;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Dry;N2O Leaching;Llamas And Alpacas;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Montane;N2O Leaching;Llamas And Alpacas;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Wet;N2O Leaching;Llamas And Alpacas;Low-Productivity;0;0;0,015;0,035;0,24;0;0;0;0;0;0;0,035;0,04;0
Tropical;Moist;N2O Leaching;Llamas And Alpacas;Low-Productivity;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Tropical;Dry;N2O Leaching;Llamas And Alpacas;Low-Productivity;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Moist;N2O Leaching;Dairy Cattle;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Dry;N2O Leaching;Dairy Cattle;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Boreal;Moist;N2O Leaching;Dairy Cattle;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Boreal;Dry;N2O Leaching;Dairy Cattle;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Moist;N2O Leaching;Dairy Cattle;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Dry;N2O Leaching;Dairy Cattle;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Montane;N2O Leaching;Dairy Cattle;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Wet;N2O Leaching;Dairy Cattle;Default;0;0;0,015;0,035;0,24;0;0;0;0;0;0;0,035;0,04;0
Tropical;Moist;N2O Leaching;Dairy Cattle;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Tropical;Dry;N2O Leaching;Dairy Cattle;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Moist;N2O Leaching;Other Cattle;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Dry;N2O Leaching;Other Cattle;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Boreal;Moist;N2O Leaching;Other Cattle;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Boreal;Dry;N2O Leaching;Other Cattle;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Moist;N2O Leaching;Other Cattle;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Dry;N2O Leaching;Other Cattle;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Montane;N2O Leaching;Other Cattle;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Wet;N2O Leaching;Other Cattle;Default;0;0;0,015;0,035;0,24;0;0;0;0;0;0;0,035;0,04;0
Tropical;Moist;N2O Leaching;Other Cattle;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Tropical;Dry;N2O Leaching;Other Cattle;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Moist;N2O Leaching;Dairy Buffalo;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Dry;N2O Leaching;Dairy Buffalo;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Boreal;Moist;N2O Leaching;Dairy Buffalo;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Boreal;Dry;N2O Leaching;Dairy Buffalo;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Moist;N2O Leaching;Dairy Buffalo;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Dry;N2O Leaching;Dairy Buffalo;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Montane;N2O Leaching;Dairy Buffalo;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Wet;N2O Leaching;Dairy Buffalo;Default;0;0;0,015;0,035;0,24;0;0;0;0;0;0;0,035;0,04;0
Tropical;Moist;N2O Leaching;Dairy Buffalo;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Tropical;Dry;N2O Leaching;Dairy Buffalo;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Moist;N2O Leaching;Other Buffalo;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Dry;N2O Leaching;Other Buffalo;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Boreal;Moist;N2O Leaching;Other Buffalo;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Boreal;Dry;N2O Leaching;Other Buffalo;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Moist;N2O Leaching;Other Buffalo;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Dry;N2O Leaching;Other Buffalo;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Montane;N2O Leaching;Other Buffalo;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Wet;N2O Leaching;Other Buffalo;Default;0;0;0,015;0,035;0,24;0;0;0;0;0;0;0,035;0,04;0
Tropical;Moist;N2O Leaching;Other Buffalo;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Tropical;Dry;N2O Leaching;Other Buffalo;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Moist;N2O Leaching;Growing Swine;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Dry;N2O Leaching;Growing Swine;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Boreal;Moist;N2O Leaching;Growing Swine;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Boreal;Dry;N2O Leaching;Growing Swine;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Moist;N2O Leaching;Growing Swine;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Dry;N2O Leaching;Growing Swine;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Montane;N2O Leaching;Growing Swine;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Tropical;Wet;N2O Leaching;Growing Swine;Default;0;0;0,015;0,035;0,24;0;0;0;0;0;0;0,035;0,04;0
Tropical;Moist;N2O Leaching;Growing Swine;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Tropical;Dry;N2O Leaching;Growing Swine;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Moist;N2O Leaching;Breeding Swine;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Cool Temperate;Dry;N2O Leaching;Breeding Swine;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Boreal;Moist;N2O Leaching;Breeding Swine;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Boreal;Dry;N2O Leaching;Breeding Swine;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Moist;N2O Leaching;Breeding Swine;Default;0;0;0,015;0,035;0,12;0;0;0;0;0;0;0,035;0,04;0
Warm Temperate;Dry;N2O Leaching;Breeding Swine;Default;0;0;0,015;0,035;0;0;0;0;0;0;0;0,035;0,04;0
